state,avg_rainfall_mm,river_level_m,elevation_m,distance_to_river_km,drainage_quality,soil_type,past_flood_events,flood_risk
Kogi,210.5,11.21,213.0,23.37,Fair,Clay,2,Low
Bayelsa,392.0,11.32,379.5,12.24,Good,Loamy,0,Low
Rivers,222.8,5.33,117.6,2.87,Fair,Loamy,5,Medium
Kogi,204.4,7.08,182.8,7.31,Poor,Loamy,3,Low
Rivers,325.9,11.52,278.3,21.81,Poor,Loamy,5,Medium
Benue,291.0,10.97,333.1,21.19,Good,Sandy,1,Low
Rivers,92.9,9.8,169.7,22.52,Fair,Clay,4,Medium
Niger,253.3,5.78,357.2,9.77,Fair,Sandy,2,Low
Kwara,344.2,7.43,49.0,16.07,Poor,Clay,5,High
Jigawa,446.8,9.83,284.1,7.03,Poor,Clay,4,High
Delta,301.7,4.37,140.6,4.6,Good,Sandy,2,Low
Lagos,198.1,8.08,42.3,0.65,Poor,Sandy,0,Medium
Niger,140.5,10.19,155.9,5.66,Poor,Clay,4,Medium
Rivers,399.1,8.93,352.3,15.15,Fair,Loamy,5,Medium
Anambra,375.8,6.53,392.3,22.61,Fair,Loamy,2,Low
Jigawa,143.6,7.64,158.3,3.42,Fair,Clay,2,Low
Niger,130.3,11.88,354.8,22.96,Poor,Sandy,5,Medium
Lagos,336.1,7.82,204.8,8.7,Good,Sandy,4,Low
Kwara,176.0,9.75,287.4,10.73,Good,Clay,1,Low
Jigawa,172.6,9.13,20.1,9.19,Poor,Sandy,3,Medium
Lagos,110.9,8.87,223.8,10.27,Good,Clay,0,Low
Benue,155.6,9.02,29.9,6.55,Poor,Clay,5,High
Benue,221.0,6.27,108.9,17.5,Good,Clay,5,Medium
Lagos,343.1,6.48,227.6,18.98,Poor,Sandy,4,Medium
Niger,184.5,6.41,323.3,20.6,Fair,Loamy,4,Low
Jigawa,181.4,1.85,225.2,8.6,Good,Clay,1,Low
Niger,164.0,4.03,374.6,19.14,Fair,Sandy,0,Low
Bayelsa,241.3,3.12,324.5,15.98,Fair,Loamy,4,Low
Rivers,122.3,10.81,64.2,23.95,Good,Clay,1,Medium
Bayelsa,244.3,4.39,156.8,10.68,Poor,Loamy,5,Low
Benue,331.7,2.95,268.1,24.81,Fair,Sandy,3,Low
Kwara,61.9,2.76,375.5,18.54,Fair,Loamy,2,Low
Kogi,53.9,8.85,395.1,19.43,Poor,Loamy,3,Medium
Rivers,80.0,1.56,305.7,0.74,Poor,Sandy,3,Medium
Benue,264.3,6.45,230.4,12.49,Good,Clay,3,Low
Niger,391.8,2.75,303.1,13.26,Good,Sandy,3,Low
Niger,52.0,10.42,110.7,1.11,Poor,Sandy,2,High
Niger,424.7,11.56,114.9,7.87,Fair,Clay,5,High
Kwara,92.5,11.57,262.4,23.9,Poor,Clay,0,Medium
Bayelsa,386.8,6.14,349.0,10.71,Good,Sandy,0,Low
Kogi,243.1,8.27,388.0,4.75,Fair,Clay,5,High
Niger,313.7,7.8,137.9,12.88,Fair,Clay,1,Medium
Delta,254.3,5.18,319.0,0.94,Good,Sandy,1,Low
Rivers,240.8,6.16,340.9,12.95,Fair,Sandy,4,Low
Jigawa,384.0,2.18,250.0,14.9,Poor,Sandy,3,Low
Delta,352.4,9.85,140.3,9.01,Good,Sandy,3,Low
Kogi,243.4,4.03,248.4,19.09,Fair,Loamy,2,Low
Kwara,94.7,6.34,234.6,3.48,Good,Loamy,3,Low
Kogi,96.2,6.55,243.4,21.97,Fair,Clay,2,Low
Jigawa,370.6,7.39,248.5,23.89,Poor,Loamy,4,Medium
Rivers,261.8,10.09,339.1,0.13,Good,Loamy,1,Low
Jigawa,242.6,8.76,69.7,21.08,Fair,Loamy,1,Medium
Lagos,322.2,8.46,148.2,12.7,Poor,Clay,4,High
Rivers,393.5,7.03,235.2,11.59,Poor,Loamy,4,Medium
Kogi,301.5,2.51,114.8,6.04,Poor,Sandy,5,Medium
Niger,355.1,5.72,391.3,11.24,Fair,Sandy,3,Low
Kogi,356.1,11.55,106.7,23.77,Fair,Clay,1,Medium
Kogi,192.5,11.95,188.9,5.35,Poor,Clay,0,Medium
Rivers,159.6,9.17,351.2,4.56,Poor,Clay,4,Medium
Lagos,370.5,3.89,33.9,6.12,Poor,Loamy,1,Low
Kogi,200.9,2.57,328.6,13.84,Poor,Clay,1,Low
Delta,411.3,5.86,229.3,23.26,Poor,Clay,2,Medium
Benue,77.9,10.49,14.7,14.39,Fair,Clay,1,Medium
Anambra,73.3,9.08,361.4,6.16,Good,Sandy,4,Low
Anambra,420.8,10.78,17.6,11.07,Good,Clay,3,High
Kogi,309.4,7.97,207.1,9.82,Good,Sandy,1,Low
Delta,201.8,2.87,21.5,1.26,Fair,Sandy,0,Low
Niger,352.0,2.71,30.3,12.81,Good,Clay,4,Medium
Kwara,318.9,2.0,355.1,3.24,Good,Clay,3,Low
Kwara,262.5,7.45,306.8,21.07,Good,Loamy,5,Low
Rivers,89.5,4.05,80.4,13.77,Good,Clay,3,Medium
Anambra,374.9,9.21,248.9,21.13,Poor,Clay,4,Medium
Kogi,396.4,8.71,318.3,23.91,Fair,Clay,5,Medium
Kwara,118.9,4.84,356.1,23.59,Good,Clay,3,Low
Kogi,390.2,3.36,188.4,2.6,Poor,Clay,0,Low
Rivers,401.1,2.58,359.2,23.63,Good,Clay,1,Low
Anambra,269.8,9.24,204.1,19.91,Good,Loamy,4,Medium
Jigawa,312.5,6.23,275.9,19.46,Good,Loamy,1,Low
Benue,202.9,4.9,391.7,2.34,Good,Clay,1,Low
Benue,162.7,10.49,95.9,4.57,Good,Loamy,3,Medium
Kwara,338.8,7.73,69.1,24.38,Poor,Sandy,4,High
Benue,394.8,6.94,138.1,5.41,Good,Loamy,1,Low
Jigawa,311.6,9.31,67.4,4.31,Poor,Sandy,2,Low
Kogi,254.6,10.06,115.1,9.12,Good,Clay,0,Medium
Rivers,113.6,8.7,297.7,22.84,Fair,Sandy,5,Low
Jigawa,71.4,6.12,192.1,11.96,Poor,Clay,3,Medium
Rivers,228.3,5.48,151.3,23.02,Good,Loamy,4,Low
Rivers,69.7,9.6,148.8,8.43,Poor,Sandy,4,High
Anambra,277.7,6.94,79.4,5.74,Good,Sandy,3,Low
Kogi,203.1,8.9,180.1,12.43,Good,Sandy,1,Low
Delta,352.9,10.85,250.6,15.43,Poor,Clay,3,Medium
Benue,172.3,11.12,57.4,9.85,Good,Clay,4,Medium
Delta,287.2,4.42,389.2,8.72,Good,Loamy,2,Low
Anambra,265.1,3.47,178.4,5.53,Good,Loamy,1,Low
Rivers,51.9,4.24,379.3,6.95,Good,Clay,5,Low
Kwara,79.0,9.39,55.6,16.86,Good,Loamy,3,Medium
Benue,166.1,5.39,307.4,9.31,Good,Sandy,4,Low
Benue,402.9,3.32,247.8,2.09,Poor,Sandy,5,Low
Kogi,108.8,2.53,328.4,3.54,Fair,Sandy,4,Low
Lagos,334.4,4.94,241.1,9.37,Good,Loamy,4,Low
Bayelsa,439.3,2.93,385.2,23.12,Poor,Sandy,2,Low
Bayelsa,366.2,3.14,251.5,9.54,Fair,Sandy,1,Low
Bayelsa,147.2,8.68,314.3,1.61,Poor,Clay,3,High
Lagos,413.3,1.71,351.3,10.51,Fair,Clay,1,Low
Kogi,87.2,2.73,286.4,16.75,Fair,Loamy,4,Low
Lagos,237.3,10.37,210.6,14.88,Fair,Clay,2,Medium
Bayelsa,405.0,10.37,110.6,7.04,Poor,Loamy,5,High
Anambra,306.5,4.96,342.1,17.23,Fair,Loamy,2,Low
Jigawa,215.5,2.42,193.3,15.8,Good,Clay,4,Low
Rivers,167.1,8.9,249.0,4.39,Good,Clay,1,Low
Lagos,200.0,5.28,33.5,4.14,Fair,Loamy,5,Medium
Kogi,253.6,1.98,199.9,13.72,Fair,Loamy,1,Low
Kogi,177.6,3.16,279.9,16.52,Good,Loamy,2,Low
Delta,437.6,2.94,234.5,24.05,Poor,Sandy,5,Low
Jigawa,423.2,7.69,180.5,10.61,Poor,Sandy,0,Low
Kwara,398.3,10.93,90.9,19.15,Good,Clay,2,Low
Benue,218.7,9.83,125.2,3.0,Poor,Sandy,5,High
Bayelsa,326.5,7.24,280.8,22.25,Poor,Sandy,2,Low
Kwara,411.1,5.93,91.2,15.86,Fair,Loamy,3,Medium
Delta,390.2,8.0,249.4,15.76,Poor,Sandy,2,Medium
Bayelsa,215.7,6.16,236.7,3.65,Good,Clay,0,Low
Jigawa,95.0,4.08,388.2,1.09,Poor,Sandy,5,Low
Delta,80.3,8.63,26.2,17.57,Fair,Sandy,5,Medium
Bayelsa,280.8,10.67,45.0,3.01,Good,Sandy,2,Low
Jigawa,307.1,5.42,203.4,3.26,Good,Clay,1,Low
Niger,389.9,10.34,211.8,4.77,Good,Clay,3,Medium
Kwara,167.0,6.03,17.9,2.53,Fair,Loamy,3,Medium
Kwara,117.0,5.71,330.7,15.67,Good,Sandy,2,Low
Benue,201.6,1.8,198.9,10.61,Fair,Loamy,3,Low
Jigawa,191.4,8.8,140.0,6.73,Fair,Loamy,3,Medium
Lagos,103.0,9.98,128.9,11.07,Poor,Clay,2,High
Niger,318.9,8.47,344.8,21.12,Good,Loamy,0,Low
Anambra,253.5,3.09,80.3,23.18,Poor,Sandy,5,Medium
Bayelsa,338.4,2.58,65.8,12.24,Poor,Loamy,2,Medium
Niger,191.1,7.52,86.8,14.21,Fair,Clay,1,Medium
Jigawa,180.3,5.72,250.8,6.5,Poor,Clay,4,Medium
Rivers,239.0,6.01,324.8,12.89,Poor,Clay,0,Low
Bayelsa,401.0,11.66,133.7,18.73,Poor,Sandy,2,Medium
Kogi,66.1,9.1,71.0,12.35,Good,Loamy,0,Low
Kwara,371.9,5.82,85.3,7.62,Poor,Sandy,4,Medium
Jigawa,197.6,1.7,248.4,14.59,Fair,Clay,3,Low
Kogi,391.8,1.86,99.9,23.67,Good,Sandy,3,Low
Benue,370.9,8.69,351.2,22.21,Fair,Clay,4,Medium
Delta,189.5,10.3,43.3,19.25,Good,Sandy,3,Low
Anambra,327.6,8.93,14.9,6.98,Good,Sandy,0,Medium
Anambra,113.9,5.76,37.2,6.11,Good,Loamy,3,Low
Kogi,408.5,1.83,338.6,20.98,Fair,Loamy,4,Low
Kwara,211.8,11.66,261.2,4.61,Poor,Clay,4,Medium
Benue,232.3,11.86,383.2,15.18,Good,Loamy,5,Low
Rivers,332.3,7.27,135.8,11.03,Fair,Loamy,4,Medium
Kwara,378.3,2.24,86.6,11.75,Good,Sandy,1,Low
Niger,144.5,7.18,225.7,11.42,Poor,Clay,0,Low
Anambra,314.5,10.87,216.1,22.51,Good,Sandy,4,Low
Niger,206.8,8.64,237.2,2.27,Fair,Sandy,5,Medium
Bayelsa,197.5,9.06,140.3,19.59,Good,Loamy,0,Low
Lagos,326.0,2.39,4.3,20.89,Fair,Loamy,5,High
Jigawa,204.9,2.62,15.9,23.58,Poor,Clay,1,Medium
Benue,188.4,2.84,266.2,11.37,Poor,Loamy,0,Low
Kwara,384.4,11.0,210.3,12.55,Good,Sandy,2,Low
Anambra,90.5,7.02,328.8,24.04,Poor,Loamy,1,Low
Niger,320.4,9.81,121.6,11.52,Fair,Clay,1,Medium
Delta,149.5,2.71,326.6,12.64,Good,Clay,3,Low
Bayelsa,56.2,11.24,171.3,8.37,Fair,Sandy,4,Medium
Jigawa,116.7,10.12,40.5,0.89,Good,Sandy,1,Low
Jigawa,292.7,3.86,391.2,10.88,Fair,Loamy,0,Low
Kwara,333.7,10.68,205.8,16.41,Good,Clay,2,Low
Benue,58.4,4.27,252.5,17.28,Fair,Sandy,0,Low
Rivers,64.6,3.66,269.0,0.26,Fair,Loamy,0,Low
Delta,411.0,4.27,146.2,20.05,Good,Loamy,2,Low
Kwara,79.3,11.05,299.5,12.36,Fair,Loamy,5,Medium
Niger,407.7,11.11,348.4,13.07,Poor,Sandy,3,Low
Lagos,141.3,4.95,156.1,24.05,Fair,Sandy,4,Low
Kogi,346.0,8.91,263.5,7.18,Good,Loamy,1,Low
Rivers,173.9,8.6,303.3,19.07,Poor,Loamy,4,Medium
Benue,393.5,9.97,77.7,14.41,Poor,Sandy,3,Medium
Bayelsa,330.2,4.61,134.4,17.55,Fair,Clay,5,High
Rivers,210.7,6.86,45.3,10.5,Fair,Loamy,2,Low
Anambra,80.5,8.51,241.7,7.05,Fair,Clay,4,Medium
Benue,343.1,1.78,320.8,13.7,Poor,Clay,0,Low
Lagos,296.8,5.46,245.1,9.44,Poor,Sandy,1,Low
Anambra,51.2,8.81,73.6,5.65,Poor,Sandy,1,Medium
Rivers,53.8,4.15,219.5,21.0,Good,Clay,5,Low
Kogi,373.5,11.56,334.3,11.95,Good,Sandy,3,Low
Kogi,153.8,1.82,122.5,21.2,Fair,Clay,3,Medium
Lagos,304.5,11.56,333.4,11.9,Good,Clay,2,Low
Jigawa,231.7,3.78,314.3,13.96,Good,Sandy,3,Low
Delta,395.4,2.01,10.7,24.88,Fair,Sandy,4,High
Bayelsa,416.8,4.57,97.3,23.79,Fair,Loamy,1,Medium
Jigawa,448.7,9.76,218.1,6.87,Poor,Sandy,2,Low
Kogi,111.5,9.4,287.6,21.73,Poor,Loamy,3,Medium
Kogi,395.2,3.69,352.5,9.82,Fair,Sandy,0,Low
Niger,156.4,3.57,257.1,1.87,Fair,Sandy,1,Low
Anambra,286.3,8.25,153.4,14.44,Good,Sandy,2,Low
Rivers,252.3,6.31,75.5,24.43,Good,Sandy,1,Low
Bayelsa,57.2,9.82,304.5,24.36,Good,Clay,4,Low
Lagos,423.1,1.75,84.3,3.25,Fair,Sandy,5,Low
Rivers,81.3,7.91,278.8,19.3,Fair,Clay,3,Medium
Niger,325.3,9.17,74.1,20.09,Poor,Sandy,5,High
Kogi,364.0,11.93,38.2,9.28,Good,Sandy,3,Low
Lagos,368.1,8.63,101.9,16.5,Poor,Clay,3,High
Kogi,104.2,3.93,115.4,12.26,Fair,Sandy,0,Low
Bayelsa,229.0,2.64,259.6,5.77,Good,Loamy,4,Low
Anambra,381.8,8.23,66.0,19.06,Poor,Loamy,0,Medium
Rivers,171.1,6.99,372.3,6.64,Fair,Sandy,4,Low
Rivers,237.1,10.94,222.6,8.58,Poor,Loamy,4,Medium
Jigawa,159.1,9.13,197.4,4.83,Good,Loamy,4,Low
Lagos,235.4,6.85,175.0,18.01,Poor,Loamy,3,Low
Delta,405.1,5.74,227.5,11.52,Poor,Loamy,3,Low
Niger,232.0,5.75,10.9,11.14,Fair,Clay,3,High
Delta,272.4,3.88,396.1,15.15,Good,Clay,0,Low
Jigawa,211.6,1.68,223.9,4.02,Poor,Clay,2,Low
Bayelsa,234.0,7.54,16.0,22.46,Fair,Loamy,5,High
Niger,56.1,3.73,236.8,11.68,Good,Loamy,4,Low
Anambra,163.5,3.69,176.0,9.23,Fair,Clay,0,Low
Delta,224.6,2.82,11.6,3.25,Good,Loamy,3,Medium
Anambra,303.5,3.49,369.9,4.28,Fair,Clay,5,Low
Delta,230.0,1.83,6.2,23.02,Fair,Clay,3,Medium
Anambra,185.1,8.58,232.0,11.47,Fair,Clay,2,Medium
Delta,205.2,5.71,384.8,18.08,Poor,Loamy,3,Low
Anambra,146.9,7.4,96.6,2.1,Poor,Clay,4,High
Jigawa,419.8,8.19,103.2,16.12,Fair,Sandy,1,Low
Benue,258.7,11.71,2.2,23.05,Good,Clay,5,High
Niger,55.4,2.22,28.4,7.57,Fair,Clay,3,Medium
Lagos,57.8,5.89,19.9,14.52,Poor,Sandy,2,Low
Bayelsa,439.2,4.08,329.4,23.51,Good,Loamy,5,Low
Kwara,138.6,6.51,335.0,18.01,Poor,Clay,1,Low
Kogi,372.2,11.16,291.2,1.65,Fair,Sandy,5,Medium
Lagos,73.3,9.1,142.4,9.53,Poor,Loamy,4,High
Kogi,418.5,8.45,328.9,2.24,Poor,Sandy,4,Low
Niger,399.8,6.13,216.8,21.55,Poor,Clay,4,Medium
Lagos,278.4,8.55,123.1,15.58,Fair,Sandy,2,Low
Anambra,53.6,1.84,176.0,23.91,Poor,Loamy,1,Low
Anambra,153.1,7.66,28.2,0.59,Fair,Clay,4,High
Kwara,212.7,7.31,378.1,10.63,Fair,Sandy,3,Low
Kogi,234.0,5.14,248.4,2.7,Poor,Loamy,1,Low
Bayelsa,169.1,3.62,293.0,8.83,Good,Loamy,4,Low
Niger,63.2,9.98,271.3,4.13,Poor,Clay,1,Medium
Anambra,286.1,2.07,267.8,8.29,Poor,Clay,5,Low
Benue,259.7,2.23,8.9,20.5,Poor,Clay,3,High
Jigawa,163.2,6.13,211.1,4.1,Good,Clay,0,Low
Jigawa,65.2,4.15,329.0,11.89,Good,Sandy,4,Low
Delta,447.8,9.33,19.7,23.05,Fair,Loamy,3,High
Bayelsa,242.8,8.16,382.6,24.97,Good,Clay,2,Low
Jigawa,352.4,9.61,170.8,6.34,Good,Clay,5,Medium
Delta,230.9,4.91,117.4,23.4,Poor,Clay,4,High
Kogi,67.3,9.28,213.7,6.61,Fair,Sandy,0,Low
Anambra,173.8,10.55,320.9,10.4,Fair,Loamy,5,Medium
Anambra,178.0,5.13,191.0,21.96,Good,Loamy,3,Low
Benue,385.3,5.07,258.8,19.68,Good,Clay,5,Low
Lagos,311.7,10.95,201.0,21.45,Poor,Loamy,3,Medium
Jigawa,160.2,2.02,253.2,20.03,Good,Sandy,1,Low
Kogi,437.1,5.18,56.9,5.95,Good,Loamy,4,Low
Rivers,178.6,2.75,17.4,14.01,Fair,Clay,0,Low
Jigawa,449.3,1.8,56.5,9.69,Good,Loamy,2,Low
Bayelsa,448.5,2.69,115.8,11.55,Poor,Sandy,1,Low
Lagos,126.5,6.03,102.8,3.93,Fair,Sandy,4,Medium
Jigawa,175.1,8.71,246.8,7.96,Fair,Loamy,0,Low
Kogi,244.4,4.54,183.4,21.46,Good,Loamy,1,Low
Jigawa,315.6,10.42,17.4,22.45,Poor,Clay,0,High
Bayelsa,261.2,6.09,15.9,15.29,Fair,Clay,5,High
Rivers,437.8,11.67,38.1,12.51,Poor,Clay,0,Medium
Niger,339.6,11.52,142.5,17.85,Poor,Loamy,1,High
Kwara,134.8,9.62,4.5,15.26,Good,Sandy,1,Low
Rivers,92.0,11.29,198.6,24.59,Poor,Sandy,4,Medium
Delta,325.4,8.92,145.5,4.83,Fair,Loamy,1,Medium
Jigawa,113.4,10.9,223.1,11.28,Good,Sandy,5,Low
Anambra,365.1,3.98,288.9,22.96,Fair,Sandy,4,Low
Benue,174.4,5.13,101.9,22.88,Poor,Loamy,0,Low
Anambra,180.8,9.41,64.5,12.43,Poor,Sandy,1,Medium
Rivers,54.3,5.96,112.7,3.46,Good,Loamy,4,Medium
Anambra,330.4,10.29,2.7,20.39,Good,Clay,4,High
Kogi,95.3,10.72,49.8,14.67,Fair,Sandy,2,Low
Anambra,359.2,4.65,300.8,19.35,Fair,Loamy,4,Low
Lagos,246.7,10.15,90.7,11.62,Poor,Sandy,4,High
Niger,363.7,3.12,397.7,5.18,Good,Sandy,2,Low
Jigawa,283.6,5.01,68.8,0.7,Poor,Clay,3,High
Anambra,83.0,6.94,315.9,14.02,Poor,Loamy,5,High
Bayelsa,356.3,3.88,282.6,4.11,Fair,Clay,1,Low
Niger,77.9,7.58,130.2,4.76,Fair,Sandy,2,Medium
Niger,241.5,7.58,133.6,10.96,Fair,Sandy,4,Medium
Anambra,118.9,3.67,226.3,11.11,Good,Sandy,4,Low
Niger,350.9,9.85,341.2,6.93,Fair,Loamy,1,Low
Benue,414.6,8.13,155.7,3.38,Good,Clay,5,Medium
Anambra,271.7,4.84,26.3,23.63,Poor,Loamy,0,Medium
Kogi,260.9,3.94,151.0,3.38,Good,Sandy,2,Low
Rivers,355.6,10.73,84.5,8.83,Fair,Clay,3,High
Lagos,52.0,10.28,375.8,7.69,Good,Sandy,1,Low
Kwara,417.1,3.91,279.5,21.67,Good,Clay,1,Low
Delta,129.0,1.87,22.2,10.31,Fair,Loamy,2,Low
Niger,443.6,9.95,118.6,3.19,Fair,Loamy,4,Medium
Kogi,344.5,7.96,22.0,0.36,Poor,Loamy,4,High
Jigawa,359.7,2.56,332.3,18.08,Good,Loamy,3,Low
Jigawa,312.5,7.67,362.7,17.89,Poor,Loamy,2,Medium
Delta,238.7,6.25,46.7,10.5,Poor,Clay,1,Medium
Lagos,278.7,9.63,177.2,3.25,Good,Clay,2,Low
Niger,68.6,3.7,372.9,9.35,Poor,Sandy,0,Low
Benue,299.6,6.26,59.8,14.79,Good,Clay,1,Low
Delta,300.4,3.14,118.2,17.63,Poor,Sandy,3,Medium
Lagos,406.5,11.55,123.1,2.05,Poor,Loamy,3,High
Niger,252.3,9.68,14.0,13.95,Good,Clay,1,High
Kogi,80.9,9.24,16.4,6.98,Fair,Clay,4,High
Rivers,172.5,8.75,381.2,15.47,Good,Loamy,1,Low
Benue,312.3,5.95,229.3,16.24,Fair,Loamy,1,Low
Kwara,145.7,11.19,124.0,22.77,Good,Loamy,0,Low
Jigawa,162.2,2.27,152.7,10.32,Good,Sandy,1,Low
Bayelsa,378.2,9.93,286.5,13.49,Fair,Sandy,5,Low
Kogi,283.7,3.76,147.9,6.78,Fair,Clay,5,High
Jigawa,253.4,4.9,92.6,7.24,Good,Loamy,2,Low
Anambra,177.4,6.95,42.5,1.25,Good,Clay,2,Medium
Bayelsa,342.4,9.72,292.1,7.22,Good,Loamy,3,Low
Jigawa,165.1,10.3,73.9,1.69,Fair,Loamy,4,High
Lagos,344.8,7.63,29.7,24.1,Good,Loamy,3,Medium
Benue,78.0,5.73,171.9,15.64,Fair,Loamy,0,Low
Jigawa,395.8,11.44,17.7,4.41,Poor,Loamy,1,High
Kwara,249.8,4.09,386.1,3.01,Fair,Sandy,3,Low
Rivers,225.4,9.93,251.7,9.32,Poor,Clay,1,Medium
Lagos,294.4,7.93,62.8,7.76,Good,Loamy,3,Medium
Kogi,299.7,5.46,70.6,7.05,Good,Sandy,1,Low
Kogi,102.8,1.51,228.8,11.76,Fair,Sandy,3,Low
Kogi,352.5,6.19,143.9,22.83,Poor,Loamy,5,High
Kogi,160.4,4.41,310.2,14.24,Good,Loamy,5,Low
Rivers,412.0,2.6,219.2,13.08,Good,Sandy,5,Low
Jigawa,377.1,2.29,174.5,20.18,Poor,Loamy,2,Low
Niger,188.5,5.15,385.3,0.2,Good,Sandy,0,Low
Jigawa,373.1,7.95,157.5,5.01,Good,Loamy,3,Low
Anambra,192.6,10.29,161.4,12.46,Fair,Sandy,2,Low
Benue,90.4,3.43,267.0,17.66,Good,Loamy,4,Low
Bayelsa,434.8,5.96,324.2,12.18,Poor,Sandy,3,Low
Niger,311.0,5.62,251.2,4.18,Good,Clay,1,Low
Niger,232.4,6.89,280.0,23.26,Fair,Loamy,0,Low
Jigawa,209.1,10.0,150.4,8.28,Good,Loamy,2,Low
Niger,179.9,7.31,192.8,19.73,Poor,Sandy,2,Low
Delta,442.6,10.39,80.4,22.3,Good,Loamy,0,Low
Delta,103.9,6.94,272.7,8.73,Poor,Clay,3,High
Anambra,175.9,7.84,90.1,21.15,Fair,Clay,1,Medium
Bayelsa,244.2,6.09,2.5,17.8,Good,Sandy,4,Low
Kwara,241.2,10.14,373.6,22.62,Good,Sandy,3,Low
Rivers,238.5,11.2,123.8,6.36,Fair,Loamy,0,Medium
Jigawa,120.3,8.21,80.3,23.29,Poor,Sandy,3,Medium
Rivers,108.0,10.12,108.7,1.73,Poor,Clay,3,High
Kwara,151.9,2.12,133.5,19.86,Good,Clay,0,Low
Jigawa,415.8,11.01,190.9,10.95,Poor,Loamy,0,Low
Jigawa,95.2,3.48,29.6,4.53,Poor,Clay,4,High
Bayelsa,353.0,4.19,23.0,2.08,Good,Sandy,0,Low
Rivers,353.0,2.06,118.6,9.8,Poor,Loamy,0,Medium
Delta,373.9,11.64,119.7,9.79,Poor,Loamy,0,Medium
Kogi,404.6,10.45,48.8,5.83,Good,Loamy,2,Medium
Rivers,155.2,11.09,163.1,5.47,Good,Sandy,0,Low
Benue,139.8,10.4,115.0,10.05,Poor,Loamy,0,Medium
Benue,236.2,6.54,12.4,10.31,Good,Loamy,0,Low
Jigawa,156.0,11.2,354.5,11.11,Poor,Clay,4,Medium
Kogi,343.7,11.68,354.6,21.73,Poor,Clay,3,Medium
Lagos,304.4,6.78,85.3,15.32,Poor,Loamy,0,Medium
Kwara,400.0,3.34,66.8,0.61,Poor,Sandy,0,Medium
Anambra,83.1,8.42,219.8,13.03,Good,Sandy,4,Low
Kogi,416.0,11.74,253.0,19.09,Good,Sandy,3,Low
Anambra,167.3,10.66,383.1,1.5,Fair,Sandy,4,Medium
Rivers,246.3,10.55,152.2,10.62,Good,Clay,5,Medium
Rivers,225.4,11.31,248.0,11.34,Fair,Sandy,1,Low
Anambra,354.1,10.89,351.5,23.86,Poor,Sandy,1,Low
Kwara,218.1,9.65,181.1,11.94,Good,Loamy,1,Low
Kogi,427.4,9.04,50.7,18.77,Poor,Sandy,0,Medium
Lagos,411.0,4.28,152.2,7.64,Fair,Sandy,4,Low
Jigawa,398.9,8.02,56.4,19.5,Good,Sandy,0,Low
Bayelsa,78.5,6.98,8.6,8.13,Good,Sandy,1,Low
Rivers,391.7,10.55,301.1,10.81,Good,Clay,3,Low
Benue,362.7,6.66,96.9,12.04,Good,Loamy,3,Low
Kwara,91.4,2.84,2.8,23.17,Poor,Clay,5,High
Bayelsa,93.0,1.55,349.2,1.43,Good,Loamy,4,Low
Lagos,90.5,8.62,178.6,5.0,Fair,Loamy,5,Medium
Niger,54.5,7.27,97.1,17.67,Good,Loamy,3,Low
Jigawa,269.5,4.98,106.6,14.48,Fair,Loamy,1,Low
Rivers,439.4,3.27,97.7,6.36,Fair,Clay,5,High
Jigawa,225.5,6.4,79.4,7.3,Poor,Loamy,5,Medium
Bayelsa,266.3,2.55,336.8,9.25,Good,Sandy,5,Low
Jigawa,437.2,5.03,69.8,11.31,Fair,Sandy,4,Low
Niger,152.1,5.48,225.6,20.47,Good,Loamy,4,Low
Bayelsa,393.4,6.39,32.8,0.44,Poor,Sandy,1,Medium
Rivers,268.6,6.4,379.9,22.46,Poor,Sandy,1,Low
Kogi,277.8,4.2,242.1,10.38,Good,Loamy,1,Low
Benue,187.3,10.43,361.5,5.84,Fair,Loamy,5,Medium
Bayelsa,274.6,5.23,160.4,12.76,Poor,Loamy,1,Low
Delta,79.3,3.91,324.6,16.53,Fair,Clay,4,Medium
Niger,355.9,3.35,341.8,1.21,Fair,Loamy,3,Low
Bayelsa,163.9,4.89,281.8,17.92,Good,Loamy,1,Low
Bayelsa,405.0,2.21,39.0,19.04,Poor,Clay,2,Medium
Delta,197.1,1.85,8.4,4.24,Good,Sandy,4,Low
Rivers,107.1,7.85,69.1,4.28,Good,Clay,0,Low
Bayelsa,328.4,8.0,49.0,5.17,Good,Sandy,3,Low
Benue,115.8,7.06,290.6,19.94,Fair,Clay,4,Low
Jigawa,351.5,9.5,223.7,6.87,Good,Loamy,1,Low
Rivers,437.2,1.91,211.3,19.92,Poor,Clay,5,Low
Benue,361.8,11.33,102.6,13.56,Fair,Loamy,2,Medium
Rivers,59.0,2.5,63.5,19.2,Good,Sandy,0,Low
Benue,290.0,8.58,84.2,13.89,Poor,Loamy,3,Medium
Niger,328.2,2.9,161.3,8.46,Good,Clay,1,Low
Benue,380.2,10.74,296.6,22.78,Good,Clay,4,Low
Anambra,72.4,6.86,103.3,17.91,Good,Sandy,4,Low
Benue,242.0,2.36,280.0,12.15,Fair,Loamy,3,Low
Kogi,264.1,7.98,197.6,15.97,Good,Sandy,2,Low
Kogi,117.6,1.6,354.4,15.43,Poor,Loamy,5,Medium
Kwara,179.0,9.65,94.7,9.02,Good,Loamy,1,Low
Anambra,226.1,8.33,181.4,10.65,Good,Sandy,3,Low
